행정구역,2020년11월_계_총인구수,2020년11월_계_연령구간인구수,2020년11월_계_0세,2020년11월_남_총인구수,2020년11월_남_연령구간인구수,2020년11월_남_0세,2020년11월_여_총인구수,2020년11월_여_연령구간인구수,2020년11월_여_0세
서울특별시 구로구 구로제2동(1153053000),"24,666",82,82,"12,442",48,48,"12,224",34,34
서울특별시 구로구 구로제3동(1153054000),"23,892",125,125,"12,185",68,68,"11,707",57,57
서울특별시 구로구 구로제4동(1153055000),"20,463",79,79,"9,928",44,44,"10,535",35,35
서울특별시 구로구 구로제5동(1153056000),"29,399",187,187,"14,282",107,107,"15,117",80,80
서울특별시 구로구 가리봉동(1153059500),"9,316",20,20,"5,054",14,14,"4,262",6,6
서울특별시 구로구 고척제1동(1153072000),"23,205",86,86,"11,575",44,44,"11,630",42,42
서울특별시 구로구 고척제2동(1153073000),"27,476",124,124,"13,597",63,63,"13,879",61,61
서울특별시 구로구 개봉제1동(1153074000),"34,286",206,206,"17,164",108,108,"17,122",98,98
서울특별시 구로구 개봉제2동(1153075000),"31,910",152,152,"15,565",86,86,"16,345",66,66
서울특별시 구로구 개봉제3동(1153076000),"20,900",81,81,"10,222",40,40,"10,678",41,41
서울특별시 구로구 오류제1동(1153077000),"22,613",136,136,"11,072",73,73,"11,541",63,63
서울특별시 구로구 오류제2동(1153078000),"39,258",184,184,"18,944",97,97,"20,314",87,87
서울특별시 구로구 수궁동(1153079000),"23,989",141,141,"11,869",79,79,"12,120",62,62
서울특별시 구로구 항동(1153080000),"16,252",213,213,"8,013",110,110,"8,239",103,103
서울특별시 금천구 (1154500000),"232,003","1,008","1,008","117,364",523,523,"114,639",485,485
서울특별시 금천구 가산동(1154551000),"22,937",69,69,"12,528",34,34,"10,409",35,35
서울특별시 금천구 독산제1동(1154561000),"42,240",338,338,"21,736",175,175,"20,504",163,163
서울특별시 금천구 독산제2동(1154562000),"19,067",66,66,"9,659",29,29,"9,408",37,37
서울특별시 금천구 독산제3동(1154563000),"24,572",73,73,"12,349",40,40,"12,223",33,33
서울특별시 금천구 독산제4동(1154564000),"15,596",52,52,"7,870",27,27,"7,726",25,25
서울특별시 금천구 시흥제1동(1154567000),"33,898",148,148,"16,931",79,79,"16,967",69,69
서울특별시 금천구 시흥제2동(1154568000),"21,990",82,82,"10,611",41,41,"11,379",41,41
서울특별시 금천구 시흥제3동(1154569000),"11,151",37,37,"5,543",21,21,"5,608",16,16
서울특별시 금천구 시흥제4동(1154570000),"20,837",74,74,"10,334",43,43,"10,503",31,31
서울특별시 금천구 시흥제5동(1154571000),"19,715",69,69,"9,803",34,34,"9,912",35,35
서울특별시 영등포구 (1156000000),"378,276","2,218","2,218","187,061","1,151","1,151","191,215","1,067","1,067"
서울특별시 영등포구 영등포본동(1156051500),"21,491",119,119,"11,017",56,56,"10,474",63,63
서울특별시 영등포구 영등포동(1156053500),"27,793",148,148,"14,955",78,78,"12,838",70,70
서울특별시 영등포구 여의동(1156054000),"34,216",174,174,"16,069",79,79,"18,147",95,95
서울특별시 영등포구 당산제1동(1156055000),"20,853",121,121,"10,233",63,63,"10,620",58,58
서울특별시 영등포구 당산제2동(1156056000),"37,549",259,259,"17,617",131,131,"19,932",128,128
서울특별시 영등포구 도림동(1156058500),"18,280",102,102,"9,185",60,60,"9,095",42,42
서울특별시 영등포구 문래동(1156060500),"33,155",269,269,"16,270",142,142,"16,885",127,127
서울특별시 영등포구 양평제1동(1156061000),"17,289",146,146,"8,526",89,89,"8,763",57,57
서울특별시 영등포구 양평제2동(1156062000),"22,385",180,180,"11,128",88,88,"11,257",92,92
서울특별시 영등포구 신길제1동(1156063000),"17,436",52,52,"8,850",23,23,"8,586",29,29
서울특별시 영등포구 신길제3동(1156065000),"16,933",84,84,"8,342",48,48,"8,591",36,36
서울특별시 영등포구 신길제4동(1156066000),"11,497",44,44,"5,731",29,29,"5,766",15,15
서울특별시 영등포구 신길제5동(1156067000),"11,200",65,65,"5,428",26,26,"5,772",39,39
서울특별시 영등포구 신길제6동(1156068000),"17,689",87,87,"8,624",44,44,"9,065",43,43
서울특별시 영등포구 신길제7동(1156069000),"20,336",154,154,"10,129",81,81,"10,207",73,73
서울특별시 영등포구 대림제1동(1156070000),"14,825",68,68,"7,358",40,40,"7,467",28,28
서울특별시 영등포구 대림제2동(1156071000),"12,394",37,37,"6,079",20,20,"6,315",17,17
서울특별시 영등포구 대림제3동(1156072000),"22,955",109,109,"11,520",54,54,"11,435",55,55
서울특별시 동작구 (1159000000),"391,896","1,874","1,874","189,527",982,982,"202,369",892,892
서울특별시 동작구 노량진제1동(1159051000),"32,111",155,155,"16,000",80,80,"16,111",75,75
서울특별시 동작구 노량진제2동(1159052000),"12,628",29,29,"6,482",12,12,"6,146",17,17
서울특별시 동작구 상도제1동(1159053000),"45,226",165,165,"21,884",92,92,"23,342",73,73
서울특별시 동작구 상도제2동(1159054000),"27,939",169,169,"13,445",93,93,"14,494",76,76
서울특별시 동작구 상도제3동(1159055000),"25,146",123,123,"12,004",55,55,"13,142",68,68
서울특별시 동작구 상도제4동(1159056000),"28,980",151,151,"14,075",77,77,"14,905",74,74
서울특별시 동작구 흑석동(1159060500),"32,435",170,170,"15,786",88,88,"16,649",82,82
서울특별시 동작구 사당제1동(1159062000),"23,084",91,91,"10,958",41,41,"12,126",50,50
서울특별시 동작구 사당제2동(1159063000),"27,272",158,158,"13,123",89,89,"14,149",69,69
서울특별시 동작구 사당제3동(1159064000),"25,119",158,158,"12,174",82,82,"12,945",76,76
서울특별시 동작구 사당제4동(1159065000),"14,457",69,69,"6,897",42,42,"7,560",27,27
서울특별시 동작구 사당제5동(1159065100),"14,702",101,101,"7,126",58,58,"7,576",43,43
서울특별시 동작구 대방동(1159066000),"38,856",147,147,"18,507",74,74,"20,349",73,73
서울특별시 동작구 신대방제1동(1159067000),"23,701",93,93,"11,420",48,48,"12,281",45,45
서울특별시 동작구 신대방제2동(1159068000),"20,240",95,95,"9,646",51,51,"10,594",44,44
서울특별시 관악구 (1162000000),"496,059","1,746","1,746","248,857",876,876,"247,202",870,870
서울특별시 관악구 보라매동(1162052500),"24,515",82,82,"12,027",40,40,"12,488",42,42
서울특별시 관악구 청림동(1162054500),"15,627",110,110,"7,652",58,58,"7,975",52,52
서울특별시 관악구 성현동(1162056500),"30,364",144,144,"14,681",67,67,"15,683",77,77
서울특별시 관악구 행운동(1162057500),"29,337",109,109,"14,268",64,64,"15,069",45,45
서울특별시 관악구 낙성대동(1162058500),"17,066",51,51,"8,598",24,24,"8,468",27,27
서울특별시 관악구 청룡동(1162059500),"35,041",121,121,"16,837",52,52,"18,204",69,69
서울특별시 관악구 은천동(1162060500),"34,100",144,144,"16,672",71,71,"17,428",73,73
서울특별시 관악구 중앙동(1162061500),"15,412",32,32,"7,343",21,21,"8,069",11,11
서울특별시 관악구 인헌동(1162062500),"26,226",103,103,"12,783",60,60,"13,443",43,43
서울특별시 관악구 남현동(1162063000),"18,456",98,98,"8,911",40,40,"9,545",58,58
서울특별시 관악구 서원동(1162064500),"22,913",78,78,"11,805",34,34,"11,108",44,44
서울특별시 관악구 신원동(1162065500),"18,398",51,51,"9,221",23,23,"9,177",28,28
서울특별시 관악구 서림동(1162066500),"23,855",57,57,"13,076",26,26,"10,779",31,31
서울특별시 관악구 신사동(1162068500),"22,822",69,69,"11,416",39,39,"11,406",30,30
서울특별시 관악구 신림동(1162069500),"21,873",45,45,"11,396",18,18,"10,477",27,27
서울특별시 관악구 난향동(1162071500),"15,886",73,73,"7,818",36,36,"8,068",37,37
서울특별시 관악구 조원동(1162072500),"17,580",50,50,"8,895",26,26,"8,685",24,24
서울특별시 관악구 대학동(1162073500),"23,720",57,57,"14,331",31,31,"9,389",26,26
서울특별시 관악구 삼성동(1162074500),"24,040",61,61,"12,004",35,35,"12,036",26,26
서울특별시 관악구 미성동(1162076500),"31,273",102,102,"15,294",55,55,"15,979",47,47
서울특별시 관악구 난곡동(1162077500),"27,555",109,109,"13,829",56,56,"13,726",53,53
서울특별시 서초구 (1165000000),"425,431","2,022","2,022","203,493","1,060","1,060","221,938",962,962
서울특별시 서초구 서초1동(1165051000),"21,034",105,105,"10,111",56,56,"10,923",49,49
서울특별시 서초구 서초2동(1165052000),"20,971",113,113,"9,992",66,66,"10,979",47,47
서울특별시 서초구 서초3동(1165053000),"31,897",140,140,"15,535",74,74,"16,362",66,66
서울특별시 서초구 서초4동(1165053100),"31,464",147,147,"15,295",80,80,"16,169",67,67
서울특별시 서초구 잠원동(1165054000),"28,513",119,119,"13,642",65,65,"14,871",54,54
서울특별시 서초구 반포본동(1165055000),"12,011",30,30,"5,669",14,14,"6,342",16,16
서울특별시 서초구 반포1동(1165056000),"32,409",156,156,"15,643",80,80,"16,766",76,76
서울특별시 서초구 반포2동(1165057000),"16,134",72,72,"7,683",38,38,"8,451",34,34
서울특별시 서초구 반포3동(1165058000),"22,308",123,123,"10,557",56,56,"11,751",67,67
서울특별시 서초구 반포4동(1165058100),"19,451",95,95,"9,195",49,49,"10,256",46,46
서울특별시 서초구 방배본동(1165059000),"21,143",76,76,"9,802",43,43,"11,341",33,33
서울특별시 서초구 방배1동(1165060000),"17,349",91,91,"8,142",53,53,"9,207",38,38
서울특별시 서초구 방배2동(1165061000),"20,350",102,102,"9,556",46,46,"10,794",56,56
서울특별시 서초구 방배3동(1165062000),"21,417",93,93,"10,344",53,53,"11,073",40,40
서울특별시 서초구 방배4동(1165062100),"23,767",114,114,"10,872",63,63,"12,895",51,51
서울특별시 서초구 양재1동(1165065100),"44,611",215,215,"21,331",100,100,"23,280",115,115
서울특별시 서초구 양재2동(1165065200),"22,444",114,114,"11,288",62,62,"11,156",52,52
서울특별시 서초구 내곡동(1165066000),"18,158",117,117,"8,836",62,62,"9,322",55,55
서울특별시 강남구 (1168000000),"539,838","2,149","2,149","258,333","1,134","1,134","281,505","1,015","1,015"
서울특별시 강남구 신사동(1168051000),"16,756",53,53,"7,774",34,34,"8,982",19,19
서울특별시 강남구 논현1동(1168052100),"22,991",68,68,"10,807",29,29,"12,184",39,39
서울특별시 강남구 논현2동(1168053100),"21,776",90,90,"10,142",54,54,"11,634",36,36
서울특별시 강남구 압구정동(1168054500),"27,255",139,139,"12,574",75,75,"14,681",64,64
서울특별시 강남구 청담동(1168056500),"27,058",128,128,"12,652",73,73,"14,406",55,55
서울특별시 강남구 삼성1동(1168058000),"13,459",55,55,"6,642",30,30,"6,817",25,25
서울특별시 강남구 삼성2동(1168059000),"30,076",137,137,"14,320",73,73,"15,756",64,64
서울특별시 강남구 대치1동(1168060000),"24,984",34,34,"12,558",16,16,"12,426",18,18
서울특별시 강남구 대치2동(1168061000),"37,792",71,71,"19,223",36,36,"18,569",35,35
서울특별시 강남구 대치4동(1168063000),"20,590",51,51,"9,713",28,28,"10,877",23,23
서울특별시 강남구 역삼1동(1168064000),"35,965",105,105,"17,449",60,60,"18,516",45,45
서울특별시 강남구 역삼2동(1168065000),"37,084",171,171,"17,399",93,93,"19,685",78,78
서울특별시 강남구 도곡1동(1168065500),"22,088",93,93,"10,462",47,47,"11,626",46,46
서울특별시 강남구 도곡2동(1168065600),"34,053",140,140,"15,814",63,63,"18,239",77,77
서울특별시 강남구 개포1동(1168066000),"6,668",11,11,"3,229",7,7,"3,439",4,4
서울특별시 강남구 개포2동(1168067000),"22,266",155,155,"10,757",87,87,"11,509",68,68
서울특별시 강남구 개포4동(1168069000),"21,864",105,105,"10,671",59,59,"11,193",46,46
서울특별시 강남구 세곡동(1168070000),"44,423",220,220,"21,087",108,108,"23,336",112,112
서울특별시 강남구 일원본동(1168072000),"23,970",91,91,"11,812",46,46,"12,158",45,45
서울특별시 강남구 일원1동(1168073000),"15,741",53,53,"7,727",33,33,"8,014",20,20
서울특별시 강남구 일원2동(1168074000),"17,678",100,100,"8,566",49,49,"9,112",51,51
서울특별시 강남구 수서동(1168075000),"15,301",79,79,"6,955",34,34,"8,346",45,45
서울특별시 송파구 (1171000000),"668,498","3,505","3,505","322,663","1,771","1,771","345,835","1,734","1,734"
서울특별시 송파구 풍납1동(1171051000),"13,977",62,62,"6,876",35,35,"7,101",27,27
서울특별시 송파구 풍납2동(1171052000),"25,586",146,146,"12,156",65,65,"13,430",81,81
서울특별시 송파구 거여1동(1171053100),"12,976",43,43,"6,599",24,24,"6,377",19,19
서울특별시 송파구 거여2동(1171053200),"19,238",107,107,"9,466",61,61,"9,772",46,46
서울특별시 송파구 마천1동(1171054000),"19,872",48,48,"10,148",24,24,"9,724",24,24
서울특별시 송파구 마천2동(1171055000),"19,606",62,62,"9,945",28,28,"9,661",34,34
서울특별시 송파구 방이1동(1171056100),"16,182",60,60,"7,790",30,30,"8,392",30,30
서울특별시 송파구 방이2동(1171056200),"26,081",136,136,"12,305",62,62,"13,776",74,74
서울특별시 송파구 오륜동(1171056600),"18,538",41,41,"9,109",26,26,"9,429",15,15
서울특별시 송파구 오금동(1171057000),"39,645",188,188,"19,229",95,95,"20,416",93,93
서울특별시 송파구 송파1동(1171058000),"24,899",148,148,"11,679",73,73,"13,220",75,75
서울특별시 송파구 송파2동(1171059000),"20,707",100,100,"9,926",50,50,"10,781",50,50
서울특별시 송파구 석촌동(1171060000),"32,640",163,163,"15,563",68,68,"17,077",95,95
서울특별시 송파구 삼전동(1171061000),"31,570",137,137,"14,923",72,72,"16,647",65,65
서울특별시 송파구 가락본동(1171062000),"27,142",172,172,"13,446",91,91,"13,696",81,81
서울특별시 송파구 가락1동(1171063100),"27,864",289,289,"13,555",158,158,"14,309",131,131
서울특별시 송파구 가락2동(1171063200),"33,046",161,161,"16,252",87,87,"16,794",74,74
서울특별시 송파구 문정1동(1171064100),"20,742",120,120,"10,233",53,53,"10,509",67,67
서울특별시 송파구 문정2동(1171064200),"29,344",143,143,"13,554",68,68,"15,790",75,75
서울특별시 송파구 장지동(1171064600),"30,276",198,198,"14,648",100,100,"15,628",98,98
서울특별시 송파구 위례동(1171064700),"29,333",314,314,"14,282",157,157,"15,051",157,157
서울특별시 송파구 잠실본동(1171065000),"28,673",121,121,"13,542",66,66,"15,131",55,55
서울특별시 송파구 잠실2동(1171067000),"36,225",162,162,"17,319",85,85,"18,906",77,77
서울특별시 송파구 잠실3동(1171068000),"35,408",156,156,"16,865",80,80,"18,543",76,76
서울특별시 송파구 잠실4동(1171069000),"21,807",111,111,"10,494",56,56,"11,313",55,55
서울특별시 송파구 잠실6동(1171071000),"17,198",85,85,"8,131",40,40,"9,067",45,45
서울특별시 송파구 잠실7동(1171072000),"9,923",32,32,"4,628",17,17,"5,295",15,15
서울특별시 강동구 (1174000000),"458,604","2,522","2,522","225,631","1,252","1,252","232,973","1,270","1,270"
서울특별시 강동구 강일동(1174051500),"33,029",148,148,"15,967",77,77,"17,062",71,71
서울특별시 강동구 상일동(1174052000),"33,128",257,257,"16,337",126,126,"16,791",131,131
서울특별시 강동구 명일제1동(1174053000),"26,335",198,198,"12,853",101,101,"13,482",97,97
서울특별시 강동구 명일제2동(1174054000),"17,472",42,42,"8,640",25,25,"8,832",17,17
서울특별시 강동구 고덕제1동(1174055000),"26,157",157,157,"13,288",88,88,"12,869",69,69
서울특별시 강동구 고덕제2동(1174056000),"22,385",177,177,"11,307",77,77,"11,078",100,100
서울특별시 강동구 암사제1동(1174057000),"35,609",171,171,"17,627",80,80,"17,982",91,91
서울특별시 강동구 암사제2동(1174058000),"15,447",160,160,"7,485",76,76,"7,962",84,84
서울특별시 강동구 암사제3동(1174059000),"18,395",100,100,"9,002",51,51,"9,393",49,49
서울특별시 강동구 천호제1동(1174060000),"27,579",124,124,"13,555",62,62,"14,024",62,62
서울특별시 강동구 천호제2동(1174061000),"34,748",155,155,"17,171",80,80,"17,577",75,75
서울특별시 강동구 천호제3동(1174062000),"26,707",131,131,"13,054",65,65,"13,653",66,66
서울특별시 강동구 성내제1동(1174064000),"20,273",124,124,"9,864",68,68,"10,409",56,56
서울특별시 강동구 성내제2동(1174065000),"24,208",111,111,"11,861",55,55,"12,347",56,56
서울특별시 강동구 성내제3동(1174066000),"23,451",124,124,"11,543",53,53,"11,908",71,71
서울특별시 강동구 길동(1174068500),"46,642",196,196,"22,769",99,99,"23,873",97,97
서울특별시 강동구 둔촌제1동(1174069000),252,0,0,119,0,0,133,0,0
서울특별시 강동구 둔촌제2동(1174070000),"26,787",147,147,"13,189",69,69,"13,598",78,78
부산광역시  (2600000000),"3,395,514","14,889","14,889","1,663,055","7,701","7,701","1,732,459","7,188","7,188"
부산광역시 중구 (2611000000),"41,501",82,82,"20,294",42,42,"21,207",40,40
부산광역시 중구 중앙동(2611051000),"2,442",3,3,"1,203",1,1,"1,239",2,2
부산광역시 중구 동광동(2611052000),"2,907",6,6,"1,460",1,1,"1,447",5,5
부산광역시 중구 대청동(2611053000),"6,544",7,7,"3,089",3,3,"3,455",4,4
부산광역시 중구 보수동(2611054500),"10,702",23,23,"5,206",11,11,"5,496",12,12
부산광역시 중구 부평동(2611056000),"4,659",10,10,"2,193",7,7,"2,466",3,3
부산광역시 중구 광복동(2611057000),"1,064",1,1,541,0,0,523,1,1
부산광역시 중구 남포동(2611058000),"1,032",0,0,581,0,0,451,0,0
부산광역시 중구 영주제1동(2611059000),"4,772",14,14,"2,429",10,10,"2,343",4,4
